	1416
3404554	656
505384	1
7984353	1
770005	1
4466586	1
818404	2
9698628	39
3634892	42
745065	5
7442190	1
7226492	1
5117528	2
2562742	2
9900277	5
769019	1
505378	1
3668201	1939
265141	1
8538064	1
6706505	1
9674680	13
9938860	2
9698634	1
4525521	2
9611082	15
5117534	1
3668218	1357
265129	1
2562736	1
5333350	1
6202650	7
9698663	4
9900248	1
4706783	102
3369562	447
3115376	1703
3619243	130
769002	1
4525538	4
6166322	5
471372	19
4466592	1
8538093	1
3849581	322
3933301	47
9963869	1
9938848	3
3115382	1
1714121	15
9517940	6
9900254	1
3668224	2248
9698657	1
5117540	18
471389	81
4525544	7
4657398	15
4202893	2
5117557	7
2102101	1
4995451	73
4814716	7
7226463	30
3610897	134
4285206	2
3933318	477
9963800	3
5117563	18
4226853	3
3668247	190
4657381	45
3933324	182
9659060	3
2488371	1
3321590	19
6166397	1
6010620	2
3634857	12
471366	11
7035697	1
3874550	493
4657375	90
4202870	3
8538058	2
4226847	4
3609888	1
7035668	1
4995439	2081
3668253	2267
289101	4
6623593	2
9963823	2
3791597	80
4202887	5
4971491	126
7515517	3
2356451	9
794052	3
745007	9
794046	1
3947987	77
9757638	8
9963817	11
9517905	18
4657369	50
3404583	244
9659048	43
9938883	2
7035674	4
91132	1
4657352	3
4897027	6
7069012	370
4550559	10
4706725	1
7456766	5
9517992	4
7911377	3
8010156	1
5117592	11
7383180	1
9865457	1
4633386	1
6491329	23
7021063	7
8744361	1
91126	1
7069006	162
7911383	1
9743027	34
4731700	1
9757650	88
3972979	10
5862143	13
6083582	7
7383174	1
4897033	48
4657346	1
91155	1
7779245	1
108200	123
2209081	1658
6132984	1
4319230	1
172801	10
8010179	1
9865433	1
7226440	149
66192	1
5862114	2
8538006	2
9659083	3
7779239	5
6083599	3
568901	1
662072	38
3933382	9
7852545	1
769077	19
9865428	15
8010185	1
3658823	163
9023474	1
4657323	1
4897056	34
9767022	2
745094	1
3933399	5611
7069058	1
6946221	1
686078	1
7383139	2
4310849	1
4887661	3
4334815	1
2631147	1
9900225	6
6083553	10
9517957	7
2210090	320
4657317	1
9698686	4
4657300	1
4491561	2
9767016	4
662095	15
3996974	785
91161	1
422362	3
9757696	1
9900231	2
1017238	1
9517963	3
422356	1
4887678	3
1272545	1
4309869	5
769054	3
9023497	1
289176	3
4897004	10
9767045	2
2258010	1
3658852	281
9743079	12
108246	38
4789094	1
6226662	6
4334838	1
3644241	254
2190660	44
7442184	1
3620275	338
7383168	7
902441	1
4946493	59
6083576	11
4177439	5559
9503352	2
9743085	9
3223172	223
6491306	63
9767039	1
422385	7
4887690	1
6226656	35
3620281	30
3619295	1026
9698692	12
422379	1
6491312	54
770011	1
4897010	7
7647302	73
9767068	4
3766783	170
8000749	9
4598336	1
4800192	2
4789071	1
348097	287
4368228	2
8998601	5
7334170	1
7911414	6
2189898	8
172741	24
4887744	5
8671076	29
9743091	68
9841528	3
9503180	5
9601617	1
902228	3
8000755	18
157121	1
4550387	145
8998618	68
157109	25
9591706	3
4608218	1
1861626	35
4549390	1
8215680	3
7647319	18
108192	21
4887750	2
5201565	4
9816565	1
6564637	1
3610905	4
172735	17
3032319	1172
7911420	2
5480619	1
1885615	10
3272242	21
902234	1
8000761	20
9601600	8
9841534	5
9767051	3
9503174	96
7407851	51
4608247	2
1861655	4
3801410	635
7647325	209
2175264	1219
3766760	73
4598313	1
348074	394
4368205	1
108163	21
1017089	1
4285181	1
8215674	5
7118696	5
902240	215
4887767	5
9841505	5
9767080	4
7167424	1
4789059	9
8000778	5
3321733	9201
7407845	22
4789065	4
6971035	6
4598307	36
3996879	12
1861649	1
5201588	15
3306107	1
4285198	3
4887773	1
7334141	1
7383116	2
3766777	117
373072	23
3801404	1
8000784	2
7647331	156
5152074	1
9767074	1
9841511	5
4863749	5
9792066	2
42323	29
5201536	3
2537916	169
4417760	1
348051	52
172706	7
324091	6
8000790	3
9889506	113
7167447	2
1620437	158
3766748	1051
4887709	4
4598365	5
4789042	3
397078	6
613004	1
7456832	44
662008	1
9889512	112
3766754	40
4887715	3
3727145	1878
3801427	6602
373095	8
4417777	2
3095952	1
9767097	2
4789013	2
519802	4
5201559	3
4598359	1
3801456	2476
7525094	4
172729	9
7550057	24
4887721	7
3272259	414
9601675	110
8009147	2
397055	2
3766725	187
3742794	11
324079	10
9889529	93
9503197	3
3095969	36599
4598342	1
5201542	5
172712	29
2224554	8
9889535	89
4236194	1
3766731	132
7550040	40
4887738	6
1306451	1
7911408	8
9601669	1
7300797	1
7706200	1
3693239	5
9611018	30
4202858	3
4946636	79
1934934	13
3849411	40
8998682	20
9889541	59
9973365	3
1871033	1
9948396	2
4780667	18
3801479	4773
3668276	1019
975204	1
324056	3
3634946	1883
7647383	61
7686992	18
3370507	3
3801462	635
3620306	1
3908266	1684
4202864	1
8998699	4
3825451	256
3115442	137
9649624	1
965878	1
300096	6
4780673	85
9973359	2
4789007	5
4800128	1
3908272	295
324027	13
1512541	1
5201513	1
9611030	2
3609960	232
4202835	10
7348717	5
3801491	3756
81903	1
554129	6
4780644	60
9973388	1
397090	2
4403172	2
3404376	48
3668299	2
4598394	1
3801485	1621
9611024	38
4202841	6
3693245	147
8998676	5
3609977	11525
9591764	7
7686986	61
9591770	7
9973371	3
4285117	1
8671001	24
300073	15
4780650	44
2189800	1
3370536	20
3404382	29122
255846	1
8000703	2
5357103	1
9611053	13
1861678	1
7647348	17
8998647	9
9591758	10
9890567	1
9963993	1
9650662	1
7804635	10
4863732	1
9889587	1
3370542	1
157167	3
4285169	1
3634900	427
3908220	3463
7647354	382
9611047	14
3693268	121
3752166	67
8998653	8
4838757	1
4202829	6
4779641	1
6107957	458
3776155	209
172770	12
300050	2
7721872	13
324004	1
9611076	3
554170	3
3370559	3
8000726	9
3453305	1
255881	1
1487211	1
2621717	1
6417209	2
7745832	10
3609925	1
1934992	1
7647360	58
3370565	3
4285146	1
7984376	1
6407889	1
8000732	1
6107940	210
2562920	67
1861684	1
1920346	9
7647377	3
7706275	315
182107	4
4202806	1
3610928	158
6107934	179
3776132	181
4780615	1
4285152	1
3526843	511
172793	6
7745849	4
6010442	1
4716014	1
2562877	1
9420471	3
4491650	2
3668313	1870
9963958	1
745177	1
3644347	1028
6226722	1
4946599	14
7745772	1
568841	1
770123	1
3850489	331
1233002	1
6181847	1
3874455	119
9698522	6
9963964	23
4682166	15
4491644	1
9180009	3
9938989	2
7745789	3
794106	5
4946582	56
9698516	2
6442207	1
4491673	2
4226764	21
4202798	1
5117652	3
4682172	22
4657292	6
7959496	44
6936754	1
9963970	7
182099	7
4995511	40
9900366	1
4946576	461
3619361	84
9674579	1
770100	2
769120	2
9698545	3
951296	1
300104	7
4682189	5
3874484	1
4657286	6
7300722	1
9963987	4
4491667	1
9900372	2
9420465	1
794129	1
9649564	3
9698539	5
6181830	1
9963912	3
4202775	2
7060755	2
794141	1
182076	2
769108	9
4946553	132
9948350	1
7241965	6
471478	2
3404471	429
4800200	1
5813050	4
4202781	1
7300745	5
289207	4
4657263	15
4946547	953
3369651	2155
5117681	1
3972815	909
1885584	2
3404459	64780
9963935	3
5117698	4
8998587	12
9948338	9
9743116	11
3585188	5
4995557	66
9674533	25
7745795	1
4946530	19
6442213	4
9963929	4
3610992	69
4657257	18
4657240	10
4525461	3
9576196	1
554201	7
4946524	170
2488477	3
9948321	13
8998593	139
9865581	1
7984407	2
3140486	191
3850495	22
519825	1
7456884	2
108105	4359
4657234	1
7045164	4
9938914	2
4706607	1
8009041	6
2596250	2
9503228	2
7550034	28
9757785	1
4319336	19
9900308	1
1042101	57
3599730	31769
3766702	749
4525478	7
147708	18
471432	4
4525484	8
520828	2
7045170	13
108111	10
6946155	1
9938908	2
9517880	11
3947881	87
3766719	218
4319342	30
3972850	36
147714	17
3658929	1
4706613	1
9900314	66
4236171	4
7550028	9
6442288	1
4657228	1
4633274	1
7779133	1
9865569	1
4873162	3
4657211	2
7779127	1
9503205	17
9767128	20
4319359	1
4525490	3
9914925	1
3717796	116
9865552	4
9517897	25
3599753	5204
7550011	4
4549450	2
9914931	2
519831	8
1414241	1461
4319365	2
7550005	8
7564639	1
3658941	1
3972838	244
7779110	1
9865546	2
4657205	1
3742742	146
9503263	1
4550476	107
7481882	51
9914983	5
108140	1
3933270	273
5201499	2
9782783	5
4236142	11
9900343	1
5152045	9
9816594	3
3717738	821
373020	1
9698568	4
9086925	1
9767140	14
7876646	3
7564622	1
9767134	39
108157	130
3996856	466
3306001	3
4319307	1
4608253	1
4647862	1
373008	1
4153396	29054
471403	1
9698551	1
9743180	4
3575793	2284
108128	629
9914960	8
2968384	1
4608282	1
4476082	1
4550499	2
9900320	2
4647856	2
8852228	1
9698580	1
3575787	1150
9767163	22
8034062	2
6309508	1
7779156	1
3668307	1526
9767157	5
9914977	6
108134	98
4633216	3
7862029	1
4153373	130
9698574	6
6564608	1
7876652	3
9782777	1
9841557	1
66453	1
9806874	2
6048982	12
9796986	1
8998966	1
3286994	68
3007244	4
4863896	9
7911532	1
9782346	1
926559	2
735813	2
7128140	2
6334624	1
461801	2
8998972	41
3815903	274
6588945	1
9796992	3
9757377	1
6310664	6
8729025	1
7862058	1
66476	1
4358520	10
9796963	4
8998943	2
1149201	888
3286971	155
926565	14
9782317	12
7153132	35
554098	10
6097928	33
9782323	5
3815932	12
1885704	3
9796957	7
6010353	1
4897211	1
3286988	114
1125241	2
338383	951
91422	1
3321851	929
6048953	35
652547	1
6097911	6
5514809	1
3536563	2
3438091	737
157434	10
926588	13
6334676	7
8998920	1
338377	197
4358508	9
8010469	1
7539392	2
3463054	1538
338360	17
157428	4
17495	1
4334525	1
7886030	1
3463048	1093
3742400	249
3839909	986
157457	1
412843	1
6334653	3
3815978	1326
338354	11
4779575	2
3487008	1657
9973069	2
7911510	1
3463077	649
8729077	2
9831808	3
9649937	1
8998914	3
7153184	2
3463060	843
853079	1
9973052	1
3272383	278
7886053	7
7539386	5
8998908	8
4598299	1
9698918	1
3791462	674
4417441	3
6358688	1
4779552	118
4838846	27
3463019	9
9650981	1
7358420	5
9973000	2
3609629	223
4780549	1
9698924	10
1905016	1
3908160	1648
1920642	1
3864913	146
578012	5
4779569	33
3140500	7082
9649989	79
7745708	20
6010301	3
7686880	2
4417458	1
4598282	2
3463002	4
3801373	1
3370878	65
4800252	1
9900082	16
9013731	4
3512522	1
6501341	1
3438079	468
4838869	11
9963697	1
9889200	1
9973023	3
3296389	16699
7011975	7
7118733	1
9013725	11
3463031	15
3512539	774
7035906	2
9650946	1
3888925	15
4838852	9
9900099	13
9650952	7
9889216	18
9698930	5
9973017	1
735888	4
3463025	14
4417487	1
1861796	65
9963639	6
66418	1
3908119	343
3512545	483
3438010	23
3864965	13
6048947	53
554075	6
3791427	165
4838881	1
4731574	2
4515913	1
1929028	1
4848218	14
7745737	1
3742498	98
9963645	3
3864959	2
4731580	47
9890219	1
4946702	2
7745743	2
2547441	3
3379247	12
3850319	49
3512551	2306
9889239	1
2606221	11
652518	2
3477636	825
8998989	3
6501306	1
3864942	72
8719676	42
3849316	47
4657091	29
554052	14
9963651	2
3840982	4
1930037	4
9890231	1
4515936	1
9698901	2
5695662	1
7745714	2
7358408	7
735836	1
2395876	2
4682143	4
6010318	1
4657085	18
5500210	1
9674935	2
7686816	6
8998995	3
8010417	1
4838898	2
4515942	2
4863821	3
1930020	1
1885756	3
7358414	1
6344031	3
735842	4
3237903	69
9660264	9
1198151	1
9914664	2
3634662	971
4657197	2
3379276	5
7530936	1
9900024	34
7530942	6
5107955	10
7745654	28
4995652	5
9698887	3
7456594	6
9660258	21
7236059	1
3355175	246
770241	1
7745660	23
2968094	1
1929063	1
9900030	3
9889156	8
4731545	1
9698870	5
1017439	2
8577437	24
9865285	2
7505973	40
5107961	7
471165	1
3658645	9745
7984583	1
3850354	187
9660241	2
7236088	45
9914641	2
3477719	5015
3658651	16736
3428744	53
7481540	75
4838906	2
3609687	167
7021258	22
5107978	22
9865279	4
9900001	143
4706547	6
4731551	1
4540934	1
3379299	3
8577420	1
3610673	7071
7984577	1
4657168	1
9914658	1
9660235	3
4814946	1
9698893	2
9889179	4
529108	1
4731568	4
9900018	38
4706553	5
4682060	84
9660229	11
3658668	1
7236071	14
3850331	65
9879896	67
5117310	21
3056171	19
7069213	13
3609664	7
4838929	1
9889185	10
4995698	247
828006	3
7505944	1
554106	8
4525314	9
3634627	924
9698841	1
3609670	107
3791373	31
5117327	18
1693241	4
7236013	185
9889191	26
9660293	26
9900076	2
4838912	2
4456984	4
6166150	3
7984548	1
3874308	160
9890188	17
4633191	5
4285459	1
9660287	62
7021293	2
3609641	191
5117333	9
9879873	1
4236403	2
4456990	1
9708700	1
4838941	15
9900047	1
9841267	7
7745677	6
769203	1
4706582	1
9890194	1
9698864	1
7984531	1
4731516	4
3874320	17
9659284	10
4657122	4
7236036	11
9660270	35
9900053	17
3369757	25
4838935	1
2586955	1
7021287	12
471107	24
4706599	3
4539983	8
9841273	11
7745683	19
3428773	37
9865227	5
4309651	2
7539357	1
9879850	32
5117356	8
6466596	55
4334614	1
6097992	3
4647796	4
9865210	1
5156965	2
4657116	13
4897263	1
7779015	3
4525366	1
9879844	14
5142302	14
9023209	1
353974	16
3345780	2413
3644057	2029
5117362	17
5156971	2
4309668	3
7539363	2
9527565	37
6623771	1
6491571	1
7539334	5
4309674	2
108447	2
157411	4
7779009	1
5117379	10
7236007	408
7069236	25
9037861	1
853027	2
9757443	1
9841221	3
5201192	2
3619088	506
3247333	4167
7637924	231
9023221	1
5142325	8
9879821	5
519713	4
3404703	3318
157405	5
108453	1
3306188	100
1139800	1
3369711	5
3619094	106
7226670	43
4647767	1
8935345	4
5117385	15
8504496	1
7539340	8
9841238	19
5142319	2
4633133	4
519707	3
4549361	1
519742	3
4647750	2
7862118	1
7959510	53
2631383	1
9879815	86
7911578	1
3247356	1145
9879809	1
4309616	1
5117391	8
7539311	6
926619	1
3634691	1590
5142348	2
4897234	1
519736	2
7539328	3
3996738	26
9914635	2
2008721	1
2165478	6
4995623	203
8504438	3
4647744	7
3644011	1754
4706530	6
9841215	89
3874389	398
3095797	107
9047204	1
520716	2
3996709	847
926648	1
4549384	2
7755078	2
2008738	1
9914606	1
3306159	481
4608164	1
9831895	17
3620039	4
5156988	5
4706501	1
4647738	12
4897240	1
7779044	1
4549378	3
8504450	2
7539305	6
926654	1
108499	1
6097963	47
3620045	66
7959504	154
7530971	1
902694	2
3262982	354
3658622	1
7481505	24
9527542	11
6779289	1
3634679	1
4897300	2
8998848	5
3369906	299
9831955	2
1861879	1
6525258	1
7911650	4
7358383	5
5201335	1
3296449	4999
9023043	1
3512462	63
2189651	453
8000991	9
3272472	1
3321957	50
157345	1
3766553	624
4897317	13
9973193	13
6358731	1
3512479	35
9591942	2
652406	1
3331306	1
6191099	3
157351	26
4897323	1
7886142	2
8998825	9
9831978	2
9591936	7
652435	11
7564496	2158
8010334	1
4320078	4
1487091	322
157380	129
8998819	2
4319075	1
157368	80
4848365	2
3908088	2
8754106	2
1861885	2
3766530	65
4320061	3
2190625	11
9831961	5
3972672	2
6191076	7
7128246	2
4319081	1
157374	37
4598135	1
8998802	2
1861833	195
9591913	5
6334794	1
3815837	1584
7564473	1985
6010293	1
6770963	1
9973164	1
3766501	6
4971806	1103
4417524	2
9806963	1
6048893	54
7373980	9
9831903	30
133356	1
4598129	1
8730175	2
3766518	17
4320003	7
5396540	1
133362	2
3644092	6684
9973158	4
4393002	1
4598112	8
7373997	3
6358702	84
338472	1
1861856	1
7358360	5
7456625	15
9013895	4
9973187	20
7456619	1
9973170	1
7911644	2
652470	1
7358377	7
3815843	296
4417518	4
133385	2
4971812	12582
3370737	10
3791580	518
8000904	6
3477530	180
9963792	6
9013872	2
3140629	324
4731491	3
1149141	4
4838964	160
3840841	153
9973129	4
9889305	1
2450084	6
7334336	1
6539823	1
8000910	1
3791574	103
4442516	250
9013866	1
9806928	1
8719742	1
9924183	1
3125009	848
3477524	1315
4838958	180
7153089	1
338437	8
9889311	2
4780437	2
4863927	4
3668046	479
3908013	1970
8000927	6
4466511	4
3477553	398
3791568	852
3512404	1
8720739	1
568580	1
4838987	24
9973141	12
7358325	36
7021407	4
9650840	9
9889328	199
6299856	4
8000933	11
4299993	1
9698806	1
3815889	1916
7348947	1
9013843	1
338420	2
3453593	11
3477547	683
9973135	28
4838970	108
9013837	4
9889334	67
7334307	1
4598141	1
8000940	7
4932203	618
216059	12
9963757	1
5524311	2
4501348	1
3022798	30
568516	5
8998883	2
3609701	59
9591994	2
338414	5
4319098	8
4731456	9
8720768	1
3379112	2
735977	45
8000956	37
1919573	1
9660212	8
6769954	3
9591988	1
4320084	3
3609718	8
9948189	3
9013814	1
4515801	1
9889357	132
9660206	3
735983	2
3766599	501
9659226	1
8000962	14
7745625	1
7706022	1
3046787	774
8998860	1
216071	25
6358783	5
3693050	2027
4731479	5
9948172	5
4285382	1
568545	5
3839861	2516
7721665	28
8000979	6
8998877	3
2449069	5
3512456	7
3791516	2871
9674817	8
5117505	5
3380138	183
7745602	1
9591971	1
4731485	8
3766576	1
7662750	2
6010206	55
4696659	2
8000985	1
9660146	8
7970061	3
3380144	608
216094	4
9890248	3
9900142	4
7442089	1
6608085	2
3188659	1229
4731410	9
6181600	1
9698769	2
1198033	1
7539400	3
3355293	2108
3658763	1
7021347	3
9889274	3
1223423	4
4995787	178
4706458	3
4696553	2
9900159	463
770353	6
9890260	1
769373	15
2993152	1
6608079	35
9698752	3
3874231	7505
5117416	10
9963734	2
4466474	1
4309711	5
9889280	3
7021376	1
4706429	1
9890277	2
9698781	7
769367	10
7417097	3
4731433	2
9900126	1
3619125	7743
3355287	196
4226994	2
3634751	188
5117422	7
4310714	5
1644171	9
7970055	29
4706435	1
9889297	4
4310708	1
9900136	13
7442095	1
9650797	1
3850213	118
769350	6
7417080	9
265000	1
9698775	2
4800430	3
8504384	20
265069	1
9698717	6
7745571	3
9660181	1
5117439	3
7021399	5
4299964	1
7226581	1
3379193	24
7769548	50
9900188	3
7417074	5
4706487	2
3071696	203
265075	6
9698723	5
7984672	1
7647182	2
3634745	417
4633067	1
9660175	1
3791491	2631
3850271	453
3668129	566
519699	2
5117445	3
4540816	1
9900194	3
7417068	1
7745588	1
7769531	1
505059	1
3188607	2289
4706493	1
7647199	4
4657027	3
1149081	1
9660169	3
3791485	2496
4202999	75
4299941	1
3188636	10517
9218960	11
9841385	6
9900165	1
4995793	252
4706464	2
7059999	3
265052	2
5117451	9
9698746	3
3404695	37
4633044	1
5117468	4
3791479	1595
3609776	409
9841391	5
4540839	1
9900171	2
9660152	1
3634716	460
9865345	1
4731404	3
4946760	6
6142066	1
7745565	1
530005	1
4706470	5
3850259	644
4633050	2
4285318	2
4657004	16
505071	8
3668141	1
3898266	103
1619121	6
9914701	1
7456648	3
3561354	162
5201298	2
7959674	1
3585320	50
9879979	1
6097868	8
9841362	1
4897381	1
3599977	253
7613817	27
902501	1
4633021	4
7539475	4
4971723	40
9865339	3
7456631	7
1017391	2
108358	1
4633038	3
3369852	243
3717543	432
290073	5
7613800	13
8730092	1
3247422	5
289093	18
7539481	6
3575994	2
676364	1
471202	2
3223479	344
5117480	6
902518	1
7456660	12
5117497	1
1198091	94
4334755	1
8504361	2
7769560	30
3644169	52
7745594	2
3561331	20
1017362	2
4177592	2655
17549	1
9023103	1
3223485	145
265098	3
7539452	5
1644107	8
3561348	256
3223491	13
4153574	6
7769554	227
3742506	10
1017379	2
8504378	3
3331246	140
3575971	6907
108329	1
4897346	4
7456683	11
108387	3
3644146	7348
4706406	2
9757584	1
2307122	20
3658711	1005
9900107	3
4971769	614
6779378	1
2401157	9
290038	3
9831984	1
4550223	1423
4309740	1
7539446	12
5494923	2
3404643	280
3874260	348
9879927	1
7456677	35
5201246	19
4706412	2
8778070	2
9900113	2
4647626	26
3272443	1069
4995741	503
9880907	1
9698798	3
3947680	31
4897352	2
3658728	166
7442037	1
6309738	4
7945005	1
289058	1
9879910	2
108364	10
4897369	1
7539417	5
7921039	184
6073885	8
6132665	8
3972620	406
4995712	5
4971781	14318
3644123	576
4309757	33
6073879	25
9841304	2
7539423	10
5494946	1
3585337	24
770382	85
9879904	23
2631294	1
8925878	7
108370	1
4971775	1138
7959622	1
289070	3
4647603	4
3619177	212
770376	22
3634797	437
676387	5
6623630	21
9889819	52
7886248	1
3022634	254
4525076	1
4309378	1
338176	49
4358307	28
9635504	13
6009137	1
9013599	1
3522153	26
6048746	4
7060287	4
3752491	10
8950310	7
3825965	63
363122	1051
9889825	209
1885963	1
2210463	698
8020002	1
4358313	12
9635510	7
3811302	92
6598501	2
4334324	4
4299496	1
4525082	1
4373927	3
52066	20
3331424	2061
4348993	1
27097	13
4397922	8
3522147	56
7960714	1
7060270	9
3850911	32
7959728	1
8950304	3
603365	1
1822371	13
1247091	2
363139	374
9802296	3
4299467	1
363151	18
4549065	1
7911791	2
3776445	15
6048723	3
3992143	254
123435	13
627360	4
3272578	1
7060264	8
936138	1
27068	2
363145	2
912161	2
4971901	1426
4299473	1
3811325	456
6024763	92
4848483	6
6048717	7
76032	19
7637657	1
27074	14
9889854	13
912178	10
627377	2
3272584	297
3331401	201
123429	1
4794988	3
2586369	3
363174	788
3585768	19
9611573	6
9983085	1
4971918	2728
3101109	322
9889860	5
8964909	1
3115755	2173
9865813	1
4971924	19549
9900745	3
8720001	1
363168	195
3811354	44
7818991	3
2210492	112
912190	1
4310335	2
9983079	1
3487273	406
9635556	3
1861945	6
4549071	2
9537049	1
9013547	1
9611567	6
338124	6
7613680	1
877246	1
4794994	2
3404927	40
76055	96
9900751	2
6010181	30
3850957	84
3115761	41
9924705	53
4995907	136
4324969	1
4309355	1
3561779	100
9802250	1
1861974	1
363197	381
9611596	2
9635527	2
9537055	2
4407856	3
76084	1
3115732	4
4971947	1838
1620101	53
3585739	76384
6048752	37
9013524	1
3561785	115
1861968	9
338101	113
4309361	3
6417735	139
3776416	23
4794971	2
7289564	5
76078	736
3850934	130
4324981	2
1575837	7
4550080	1
9802267	2
3811360	602
9635585	4
3860329	944
8998328	67
4731373	1
9816832	9
7804316	1
2332930	16
770407	1
9405230	1
3379431	112
7662661	12
4417205	2
3477889	5400
7647035	10
9899232	2
2332918	2
9660531	3
4794959	2
9816849	1
8998334	51
9312971	1
3379448	1
3933809	12
6779869	19
9802209	1
3620660	529
172451	2
568456	1
3874981	593
3850992	83
8009615	3
9635591	14
9170376	2
2332924	9
7818962	3
9934098	1
593419	4
3536735	15
9635562	8
5201878	76
6741217	2
8998305	10
9899249	2
1668071	3
3115778	1
3140730	4119
3379454	707
4407891	16
3850986	40
7647041	9
3874998	1940
3619645	30728
7407331	9
3933815	924
4706381	8
7407325	6
7647058	2
4794936	2
5382696	6
9934081	19
3071615	4
3140718	153
3379460	821
206368	1
8998311	9
